generated_file,ground_truth_file,generated_sql,ground_truth_sql,is_match
深圳市前海蛇口自贸区-420338b18e0343d288ed112232a2f65c_generated.yaml,深圳市前海蛇口自贸区-420338b18e0343d288ed112232a2f65c.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市前海蛇口自贸区-59875b45ce264bb7a88b218a3b3243b4_generated.yaml,深圳市前海蛇口自贸区-59875b45ce264bb7a88b218a3b3243b4.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市前海蛇口自贸区-b863af8c0ec848a8a640af7b7ce7b194_generated.yaml,深圳市前海蛇口自贸区-b863af8c0ec848a8a640af7b7ce7b194.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市北站国际商务区-0a8645dfd00d4da7bc4e70553b8d63c8_generated.yaml,深圳市北站国际商务区-0a8645dfd00d4da7bc4e70553b8d63c8.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙华区' AND block_name = '北站国际商务区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙华区' AND block_name = '北站国际商务区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙华区' AND block_name = '北站国际商务区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市北站国际商务区-248f3f684fa44ec8be31bc686bd3a279_generated.yaml,深圳市北站国际商务区-248f3f684fa44ec8be31bc686bd3a279.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙华区' AND block_name = '北站国际商务区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙华区' AND block_name = '北站国际商务区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙华区' AND block_name = '北站国际商务区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市沙井-6cc161c60bb14350a3fdf64644bd537c_generated.yaml,深圳市沙井-6cc161c60bb14350a3fdf64644bd537c.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市沙井-86cd17bfc86647ff8aa4452ff037bdf5_generated.yaml,深圳市沙井-86cd17bfc86647ff8aa4452ff037bdf5.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市沙井-a178b79f36a545c3a47fa3976fe221aa_generated.yaml,深圳市沙井-a178b79f36a545c3a47fa3976fe221aa.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市沙井-c5c936712c434c92bb236fd8c974d2ab_generated.yaml,深圳市沙井-c5c936712c434c92bb236fd8c974d2ab.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '宝安区' AND block_name = '沙井' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市龙岗中心城-38bd7bab737848e68212f4cce3d5a333_generated.yaml,深圳市龙岗中心城-38bd7bab737848e68212f4cce3d5a333.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市龙岗中心城-85d07d4e6a6642e6aad00e25b1414e1b_generated.yaml,深圳市龙岗中心城-85d07d4e6a6642e6aad00e25b1414e1b.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市龙岗中心城-927fac1ca7554b6d8937ac1e7e9bd5f2_generated.yaml,深圳市龙岗中心城-927fac1ca7554b6d8937ac1e7e9bd5f2.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市龙岗中心城-dfa0ea81bf3d41c6bbbff3ce1350817e_generated.yaml,深圳市龙岗中心城-dfa0ea81bf3d41c6bbbff3ce1350817e.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '龙岗区' AND block_name = '龙岗中心城' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
北京市密云区-1e56a510b5d04146aea6d38aebfaf684_generated.yaml,北京市密云区-1e56a510b5d04146aea6d38aebfaf684.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市密云区-28ea6c9f3ddb4fc196ec7c1c99d54720_generated.yaml,北京市密云区-28ea6c9f3ddb4fc196ec7c1c99d54720.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市密云区-a2f0e9552b094a2a8c95953e216dbd69_generated.yaml,北京市密云区-a2f0e9552b094a2a8c95953e216dbd69.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市密云区-b6ce296fa44c45e294f1464f2e196d31_generated.yaml,北京市密云区-b6ce296fa44c45e294f1464f2e196d31.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '密云区' AND block_name = '密云区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市怀柔区-14f442f4728141cd984a6ba6230e6f5f_generated.yaml,北京市怀柔区-14f442f4728141cd984a6ba6230e6f5f.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '怀柔区' AND block_name = '怀柔区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '怀柔区' AND block_name = '怀柔区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市怀柔区-9e549095c263412f9102a2e624132881_generated.yaml,北京市怀柔区-9e549095c263412f9102a2e624132881.yaml,"[""SELECT supply_sets, trade_sets FROM public.new_house WHERE city_name = '北京市' AND district_name = '怀柔区' AND block_name = '怀柔区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '怀柔区' AND block_name = '怀柔区' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市怀柔区-b65fa420196b46dc85e045b946587b2b_generated.yaml,北京市怀柔区-b65fa420196b46dc85e045b946587b2b.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '怀柔区' AND block_name = '怀柔区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '怀柔区' AND block_name = '怀柔区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市永丰-5235bda8d679430bb1c11e847198fef6_generated.yaml,北京市永丰-5235bda8d679430bb1c11e847198fef6.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市永丰-8b99113b72094ec29e7878e9f235958b_generated.yaml,北京市永丰-8b99113b72094ec29e7878e9f235958b.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市永丰-a600e506433f47178612896fc16ac19f_generated.yaml,北京市永丰-a600e506433f47178612896fc16ac19f.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市永丰-f3e98c616679475a9c5e6da266db6e25_generated.yaml,北京市永丰-f3e98c616679475a9c5e6da266db6e25.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '海淀区' AND block_name = '永丰' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市良乡-042af2509cdf45a895f6c6686dc4eef3_generated.yaml,北京市良乡-042af2509cdf45a895f6c6686dc4eef3.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市良乡-1a6652f5884441c484e6805e2f3cae39_generated.yaml,北京市良乡-1a6652f5884441c484e6805e2f3cae39.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市良乡-952c21a206d140128f0df026cb163923_generated.yaml,北京市良乡-952c21a206d140128f0df026cb163923.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市首钢-28321c2694b143c7a43f8ab6e7c228d0_generated.yaml,北京市首钢-28321c2694b143c7a43f8ab6e7c228d0.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
北京市首钢-7e14a2495b70422baf2c07f7b31d8049_generated.yaml,北京市首钢-7e14a2495b70422baf2c07f7b31d8049.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
北京市首钢-c49877bd83a84ab786e0c750102689a3_generated.yaml,北京市首钢-c49877bd83a84ab786e0c750102689a3.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
广州市中新镇-3c994b69bc124043b9aa5a132c67fc86_generated.yaml,广州市中新镇-3c994b69bc124043b9aa5a132c67fc86.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市中新镇-768d90a7492d40e98a067ab9586c84b9_generated.yaml,广州市中新镇-768d90a7492d40e98a067ab9586c84b9.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市朱村-6fabb1038a954ad791b71587152e9fd4_generated.yaml,广州市朱村-6fabb1038a954ad791b71587152e9fd4.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市朱村-af1b796bc55e49cb97531fac92243afc_generated.yaml,广州市朱村-af1b796bc55e49cb97531fac92243afc.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
广州市朱村-e354669a53424289b767e8ca4b752c77_generated.yaml,广州市朱村-e354669a53424289b767e8ca4b752c77.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市永和-5cdf90ba3e644708816f83f1ddd78e3b_generated.yaml,广州市永和-5cdf90ba3e644708816f83f1ddd78e3b.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
广州市永和-8ee2a51974274a458d7a2e9c71433fdb_generated.yaml,广州市永和-8ee2a51974274a458d7a2e9c71433fdb.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
广州市永和-f9c60cf813a24a378ed0ddeedb20a399_generated.yaml,广州市永和-f9c60cf813a24a378ed0ddeedb20a399.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市香雪-0519831550e84b919ce6eafc43c2f810_generated.yaml,广州市香雪-0519831550e84b919ce6eafc43c2f810.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市香雪-bb926e95e6634f3fbc5f5bdd04de4012_generated.yaml,广州市香雪-bb926e95e6634f3fbc5f5bdd04de4012.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
广州市香雪-db644d01cab94803ae61de05e7a2f153_generated.yaml,广州市香雪-db644d01cab94803ae61de05e7a2f153.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
广州市黄阁-0019fc7c3a0e44e3a8607642af50f1c7_generated.yaml,广州市黄阁-0019fc7c3a0e44e3a8607642af50f1c7.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]",,No
广州市黄阁-8fb2a8c2a6ad42729b6911e21c6ff34b_generated.yaml,广州市黄阁-8fb2a8c2a6ad42729b6911e21c6ff34b.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]",,No
